2019-07-23 22:15:19.939108|error beer|pivovar svijany|maz|1
2019-07-23 22:15:28.279371|error beer|wagabunda|kilt|1
2019-07-23 22:15:32.278309|error brewery|brooklyn brewing|6
2019-07-23 22:15:48.349435|error beer|velke popovice|kozel cerny|4
2019-07-23 22:15:56.269982|error beer|alternatywa|desitka z miodem|1
2019-07-23 22:15:56.594686|error beer|alternatywa|bez alkoholowe|1
2019-07-23 22:15:56.617342|error beer|alternatywa|woda chmielowa|1
2019-07-23 22:16:04.439208|error beer|ursa maior|minimalista|1
2019-07-23 22:16:12.846951|error beer|pivovar rohozec|skalák tmave|1
2019-07-23 22:16:12.868103|error beer|pivovar rohozec|skalak|1
2019-07-23 22:16:12.889047|error beer|pivovar rohozec|skalaku002711|1
2019-07-23 22:16:12.910573|error beer|pivovar rohozec|skalak 12°|1
2019-07-23 22:16:12.932486|error beer|pivovar rohozec|dvanactka|2
2019-07-23 22:16:29.664083|error beer|obolon|obolon białe|1
2019-07-23 22:16:29.687957|error beer|obolon|białe|3
2019-07-23 22:16:29.711933|error beer|obolon|obolon velvet|1
2019-07-23 22:16:37.603641|error beer|jastrzębie|jastrzębskie owoce|1
2019-07-23 22:17:03.097803|error beer|shepherd neame|spitfire kentish ale|1
2019-07-23 22:17:11.029216|error beer|smykan|sabro bez|1
2019-07-23 22:17:11.066227|error beer|smykan|stary sad 2018 grochówka starking|1
2019-07-23 22:17:11.087154|error beer|smykan|antoni wisienka|2
2019-07-23 22:17:11.108788|error beer|smykan|stary sad|1
2019-07-23 22:17:18.605293|error beer|monsters|ekke ekke|2
2019-07-23 22:17:18.627217|error beer|monsters|sour ekke ekke|3
2019-07-23 22:17:26.439034|error beer|socho|daj chapa|2
2019-07-23 22:17:26.460348|error beer|socho|#mondaymotivation|1
2019-07-23 22:17:35.580366|error beer|lervig|saskatoon berry|1
2019-07-23 22:17:43.562691|error beer|h2o|jack|3
2019-07-23 22:17:43.584192|error beer|h2o|cydr joker owoce leśne|1
2019-07-23 22:17:43.605912|error beer|h2o|queen|1
2019-07-23 22:18:00.697038|error beer|plzeňský prazdroj|pilsner urquell|3
2019-07-23 22:18:16.661513|error beer|śląski alternatywa|podwójna pszenica|1
2019-07-23 22:18:20.658227|error brewery|stacja winiarska|4
2019-07-23 22:18:24.387058|error brewery|culaccino|4
2019-07-23 22:18:32.339028|error beer|zamecky pivovar frydlant|albrecht ipa|1
2019-07-23 22:18:40.192758|error beer|brouwerij hoegaarden|hoegaarden|4
2019-07-23 22:18:44.031721|error brewery|cieszyn/pspd|4
2019-07-23 22:18:51.825206|error beer|probus|summer stout|2
2019-07-23 22:19:08.326994|error beer|maly rohozec|skalak 11°|1
2019-07-23 22:19:16.290316|error beer|prosecco|prosecco|2
2019-07-23 22:19:16.310540|error beer|prosecco|prosseco|2
2019-07-23 22:19:24.020889|error beer|solina|otryt|2
2019-07-23 22:19:24.194034|error beer|solina|przystanek bieszczady|1
2019-07-23 22:19:39.702981|error beer|absztyfikant|pass this love|2
2019-07-23 22:19:39.723921|error beer|absztyfikant|jupikajej 4.0.|1
2019-07-23 22:19:43.787759|error brewery|probus kraft|4
2019-07-23 22:20:04.320671|error brewery|browary regionalne wąsosz|4
2019-07-23 22:20:11.839221|error beer|+h2o|cydr ace jabłkowy|2
2019-07-23 22:20:11.861653|error beer|+h2o|joker|1
2019-07-23 22:20:11.881925|error beer|+h2o|cydr gruszkowy|1
2019-07-23 22:20:19.687882|error beer|bojan|bojan miodowe|1
2019-07-23 22:20:27.399569|error beer|zaścianki|soplicowe złote|1
